Layer, Type, Ni, inW, inH, No, outW, outH, Ni/G, dataflowType, preFetch, preFetchAlign, procSize, inPlaneSize, dmaFreq, dmaFreqWt, kernelFreq, In-Read-memSpace, In-Read-accessor, In-Read-pitch, In-Read-width, In-Read-height, In-Read-size, In-Read-accessOffset, In-Read-baseAddress, In-Write-memSpace, In-Write-accessor, In-Write-pitch, In-Write-width, In-Write-height, In-Write-size, In-Write-accessOffset, In-Write-baseAddress, Out-Read-memSpace, Out-Read-accessor, Out-Read-pitch, Out-Read-width, Out-Read-height, Out-Read-size, Out-Read-accessOffset, Out-Read-baseAddress, Out-Write-memSpace, Out-Write-accessor, Out-Write-pitch, Out-Write-width, Out-Write-height, Out-Write-size, Out-Write-accessOffset, Out-Write-baseAddress, Wt-Read-memSpace, Wt-Read-accessor, Wt-Read-pitch, Wt-Read-width, Wt-Read-height, Wt-Read-size, Wt-Read-accessOffset, Wt-Read-baseAddress, Wt-Write-memSpace, Wt-Write-accessor, Wt-Write-pitch, Wt-Write-width, Wt-Write-height, Wt-Write-size, Wt-Write-accessOffset, Wt-Write-baseAddress, Wt-Oneshot-memSpace, Wt-Oneshot-accessor, Wt-Oneshot-pitch, Wt-Oneshot-width, Wt-Oneshot-height, Wt-Oneshot-size, Wt-Oneshot-accessOffset, Wt-Oneshot-baseAddress, 
 20,  EltWise, 128, 80, 80, 64, 80, 80, 128,  COL, 0, 0, 6480, 6480, 4, 1, 4,,,,,,,,, L2, DMA, 6723, 6723, 32, 430336, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 690ae, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 21,     Conv, 64, 80, 80, 64, 80, 80, 64, ROW_L, 0, 0, 3392, 6480, 2, 1, 2,,,,,,,,, L2, DMA, 6848, 6848, 64, 438272, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, d212e, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 6b000, ,,,,,,,, 
 22,     Conv, 64, 80, 80, 64, 80, 80, 64, ROW_L, 164, 192, 3072, 6643, 3, 1, 3,,,,,,,,, L2, DMA, 6336, 6336, 64, 408576, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, d212e, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63c00, ,,,,,,,, 
 23,  EltWise, 128, 80, 80, 64, 80, 80, 128,  COL, 0, 0, 6480, 6480, 4, 1, 4,,,,,,,,, L2, DMA, 6723, 6723, 32, 430336, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 690ae, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 24,   Concat, 128, 80, 80, 128, 80, 80, 128,  COL, 0, 0, 6480, 6480, 4, 1, 4,,,,,,,,, L2, DMA, 6723, 6723, 64, 430336, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 128, 860288, 82, d212e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 25,     Conv, 128, 80, 80, 128, 80, 80, 128, ROW_L, 0, 0, 1600, 6480, 5, 1, 5,,,,,,,,, L2, DMA, 3264, 3264, 128, 422528, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 128, 860288, 82, 2e, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 67280, ,,,,,,,, 
 26,     Conv, 128, 80, 80, 256, 40, 40, 128, ROW_L, 82, 82, 486, 6562, 14, 1, 14,,,,,,,,, L2, DMA, 1088, 1088, 128, 145152, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 108156, ,,,,,,,, L2, DMA, 1216, 1153, 256, 311296, 0, 23700, ,,,,,,,, 
 27,     Conv, 256, 40, 40, 128, 40, 40, 256, ROW_L, 0, 0, 768, 1640, 3, 1, 3,,,,,,,,, L2, DMA, 1600, 1600, 256, 410368, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, d20d6, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 64300, ,,,,,,,, 
 28,     Conv, 256, 40, 40, 128, 40, 40, 256, ROW_L, 0, 0, 768, 1640, 3, 1, 3,,,,,,,,, L2, DMA, 1600, 1600, 256, 410368, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 108156, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 64300, ,,,,,,,, 
 29,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 0, 0, 1640, 1640, 1, 1, 1,,,,,,,,, L2, DMA, 1728, 1728, 128, 221184, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 36000, ,,,,,,,, 
 30,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 84, 128, 1024, 1723, 2, 1, 2,,,,,,,,, L2, DMA, 2240, 2240, 128, 286720, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 46000, ,,,,,,,, 
 31,  EltWise, 256, 40, 40, 128, 40, 40, 256,  COL, 0, 0, 1640, 1640, 2, 1, 2,,,,,,,,, L2, DMA, 1763, 1763, 128, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 108156, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 32,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 0, 0, 1640, 1640, 1, 1, 1,,,,,,,,, L2, DMA, 1728, 1728, 128, 221184, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 36000, ,,,,,,,, 
 33,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 84, 128, 1024, 1723, 2, 1, 2,,,,,,,,, L2, DMA, 2240, 2240, 128, 286720, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 46000, ,,,,,,,, 
 34,  EltWise, 256, 40, 40, 128, 40, 40, 256,  COL, 0, 0, 1640, 1640, 2, 1, 2,,,,,,,,, L2, DMA, 1763, 1763, 128, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 108156, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 35,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 0, 0, 1640, 1640, 1, 1, 1,,,,,,,,, L2, DMA, 1728, 1728, 128, 221184, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 36000, ,,,,,,,, 
 36,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 84, 128, 1024, 1723, 2, 1, 2,,,,,,,,, L2, DMA, 2240, 2240, 128, 286720, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e1d6, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 46000, ,,,,,,,, 
 37,  EltWise, 256, 40, 40, 128, 40, 40, 256,  COL, 0, 0, 1640, 1640, 2, 1, 2,,,,,,,,, L2, DMA, 1763, 1763, 128, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 108156, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 38,   Concat, 256, 40, 40, 256, 40, 40, 256,  COL, 0, 0, 1640, 1640, 2, 1, 2,,,,,,,,, L2, DMA, 1763, 1763, 256, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 13e1d6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 39,     Conv, 256, 40, 40, 256, 40, 40, 256, ROW_L, 0, 0, 640, 1640, 3, 1, 3,,,,,,,,, L2, DMA, 1344, 1344, 256, 344704, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 1081d6, ,,,,,,,, L2, DMA, 320, 257, 256, 81920, 0, 54280, ,,,,,,,, 
 40,     Conv, 256, 40, 40, 384, 20, 20, 256, ROW_L, 42, 42, 246, 1682, 7, 42, 42,,,,,,,,, L2, DMA, 576, 576, 256, 148736, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, d20ea, ,,,,,,,, L2, DMA, 2368, 2305, 128, 303104, 0, 24500, MSMC, DMA_ONCE, 2368, 2305, 384, 909312, 0, 679900, 
 41,     Conv, 384, 20, 20, 192, 20, 20, 384, ROW_L, 0, 0, 420, 420, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 384, 172032, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, 17426a, ,,,,,,,, L2, DMA, 448, 385, 192, 86016, 0, 2a000, ,,,,,,,, 
 42,     Conv, 384, 20, 20, 192, 20, 20, 384, ROW_L, 0, 0, 420, 420, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 384, 172032, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, d20ea, ,,,,,,,, L2, DMA, 448, 385, 192, 86016, 0, 2a000, ,,,,,,,, 
 43,     Conv, 192, 20, 20, 192, 20, 20, 192, ROW_L, 0, 0, 420, 420, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 192, 86016, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, ed16a, ,,,,,,,, L2, DMA, 320, 193, 192, 61440, 0, 15000, ,,,,,,,, 
 44,     Conv, 192, 20, 20, 192, 20, 20, 192, ROW_L, 44, 64, 192, 463, 3, 1, 3,,,,,,,,, L2, DMA, 448, 448, 192, 86272, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, 18f2ea, ,,,,,,,, L2, DMA, 1856, 1729, 192, 356352, 0, 15100, ,,,,,,,, 
 45,  EltWise, 384, 20, 20, 192, 20, 20, 384,  COL, 0, 0, 420, 420, 2, 1, 2,,,,,,,,, L2, DMA, 588, 588, 192, 225792, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, d20ea, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 46,   Concat, 384, 20, 20, 384, 20, 20, 384,  COL, 0, 0, 420, 420, 2, 1, 2,,,,,,,,, L2, DMA, 588, 588, 384, 225792, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, 18f4aa, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 47,     Conv, 384, 20, 20, 384, 20, 20, 384, ROW_L, 0, 0, 320, 420, 2, 1, 2,,,,,,,,, L2, DMA, 704, 704, 384, 270336, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, 17426a, ,,,,,,,, L2, DMA, 448, 385, 384, 172032, 0, 42000, ,,,,,,,, 
 48,     Conv, 384, 20, 20, 512, 10, 10, 384, ROW_L, 22, 22, 252, 442, 2, 32, 32,,,,,,,,, L2, DMA, 576, 576, 384, 221184, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 512, 98432, 12, d20f4, ,,,,,,,, L2, DMA, 3520, 3457, 64, 225280, 0, 36000, MSMC, DMA_ONCE, 3520, 3457, 512, 1802240, 0, 4c1900, 
 49,     Conv, 512, 10, 10, 256, 10, 10, 512, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, d20f4, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 18000, ,,,,,,,, 
 50,     Pool, 256, 10, 10, 256, 10, 10, 256,  COL, 0, 0, 133, 133, 1, 1, 1,,,,,,,,, L2, DMA, 198, 198, 256, 50688, 0, 80, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, de174, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 51,     Pool, 256, 10, 10, 256, 10, 10, 256,  COL, 0, 0, 133, 133, 1, 1, 1,,,,,,,,, L2, DMA, 198, 198, 256, 50688, 0, 80, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, ea1f4, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 52,     Pool, 256, 10, 10, 256, 10, 10, 256,  COL, 0, 0, 133, 133, 1, 1, 1,,,,,,,,, L2, DMA, 198, 198, 256, 50688, 0, 80, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, f6274, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 53,   Concat, 1024, 10, 10, 1024, 10, 10, 1024,  COL, 0, 0, 110, 110, 4, 1, 4,,,,,,,,, L2, DMA, 198, 198, 512, 101376, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 1024, 196736, 12, 1aa2f4, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 54,     Conv, 1024, 10, 10, 512, 10, 10, 1024, ROW_L, 0, 0, 110, 110, 1, 8, 8,,,,,,,,, L2, DMA, 192, 192, 1024, 196608, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 512, 98432, 12, d20f4, ,,,,,,,, L2, DMA, 1088, 1025, 128, 139264, 0, 30000, MSMC, DMA, 1088, 1025, 512, 557056, 0, 1da300, 
 55,     Conv, 512, 10, 10, 256, 10, 10, 512, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, ea174, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 18000, ,,,,,,,, 
 56,     Conv, 512, 10, 10, 256, 10, 10, 512, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, d20f4, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 18000, ,,,,,,,, 
 57,     Conv, 256, 10, 10, 256, 10, 10, 256, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49152, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, d20f4, ,,,,,,,, L2, DMA, 320, 257, 256, 81920, 0, c000, ,,,,,,,, 
 58,     Conv, 256, 10, 10, 256, 10, 10, 256, ROW_L, 24, 64, 69, 133, 1, 4, 4,,,,,,,,, L2, DMA, 192, 192, 256, 49152, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 256, 49280, 12, f61f4, ,,,,,,,, L2, DMA, 2368, 2305, 128, 303104, 0, c000, MSMC, DMA, 2368, 2305, 256, 606208, 0, 1aa280, 
 59,   Concat, 512, 10, 10, 512, 10, 10, 512,  COL, 0, 0, 110, 110, 2, 1, 2,,,,,,,,, L2, DMA, 198, 198, 512, 101376, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 512, 98432, 12, d20f4, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 60,     Conv, 512, 10, 10, 512, 10, 10, 512, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 512, 98432, 12, ea174, ,,,,,,,, L2, DMA, 576, 513, 512, 294912, 0, 18000, ,,,,,,,, 
 61,     Conv, 512, 10, 10, 384, 10, 10, 512, ROW_L, 0, 0, 110, 110, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 133, 384, 73856, 12, d20f4, ,,,,,,,, L2, DMA, 576, 513, 384, 221184, 0, 18000, ,,,,,,,, 
 62,   Resize, 384, 10, 10, 384, 20, 20, 384,  COL, 0, 0, 133, 133, 1, 1, 1,,,,,,,,, L2, DMA, 198, 198, 384, 76032, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, 1aa2ea, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 63,   Concat, 768, 20, 20, 768, 20, 20, 768,  COL, 0, 0, 420, 420, 2, 1, 2,,,,,,,,, L2, DMA, 588, 588, 768, 451584, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 768, 442496, 22, 1e036a, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 64,     Conv, 768, 20, 20, 192, 20, 20, 768, ROW_L, 0, 0, 128, 420, 4, 1, 4,,,,,,,,, L2, DMA, 320, 320, 768, 246016, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, e416a, ,,,,,,,, L2, DMA, 832, 769, 192, 159744, 0, 3c100, ,,,,,,,, 
 65,     Conv, 768, 20, 20, 192, 20, 20, 768, ROW_L, 0, 0, 128, 420, 4, 1, 4,,,,,,,,, L2, DMA, 320, 320, 768, 246016, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, 17426a, ,,,,,,,, L2, DMA, 832, 769, 192, 159744, 0, 3c100, ,,,,,,,, 
 66,     Conv, 192, 20, 20, 192, 20, 20, 192, ROW_L, 0, 0, 420, 420, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 192, 86016, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, 18f2ea, ,,,,,,,, L2, DMA, 320, 193, 192, 61440, 0, 15000, ,,,,,,,, 
 67,     Conv, 192, 20, 20, 192, 20, 20, 192, ROW_L, 44, 64, 192, 463, 3, 1, 3,,,,,,,,, L2, DMA, 448, 448, 192, 86272, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 192, 110720, 22, 17426a, ,,,,,,,, L2, DMA, 1856, 1729, 192, 356352, 0, 15100, ,,,,,,,, 
 68,   Concat, 384, 20, 20, 384, 20, 20, 384,  COL, 0, 0, 420, 420, 2, 1, 2,,,,,,,,, L2, DMA, 588, 588, 384, 225792, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, 18f2ea, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 69,     Conv, 384, 20, 20, 384, 20, 20, 384, ROW_L, 0, 0, 320, 420, 2, 1, 2,,,,,,,,, L2, DMA, 704, 704, 384, 270336, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 384, 221312, 22, 1742ea, ,,,,,,,, L2, DMA, 448, 385, 384, 172032, 0, 42000, ,,,,,,,, 
 70,     Conv, 384, 20, 20, 256, 20, 20, 384, ROW_L, 0, 0, 420, 420, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 384, 172032, 0, 0, ,,,,,,,, MSMC, CPU, 576, 463, 256, 147584, 22, e416a, ,,,,,,,, L2, DMA, 448, 385, 256, 114688, 0, 2a000, ,,,,,,,, 
 71,   Resize, 256, 20, 20, 256, 40, 40, 256,  COL, 0, 0, 463, 463, 1, 1, 1,,,,,,,,, L2, DMA, 588, 588, 256, 150528, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 174256, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 72,   Concat, 512, 40, 40, 512, 40, 40, 512,  COL, 0, 0, 1640, 1640, 4, 1, 4,,,,,,,,, L2, DMA, 1763, 1763, 256, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 512, 884864, 42, 1e02d6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 73,     Conv, 512, 40, 40, 128, 40, 40, 512, ROW_L, 0, 0, 320, 1640, 6, 1, 6,,,,,,,,, L2, DMA, 704, 704, 512, 361728, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 1081d6, ,,,,,,,, L2, DMA, 576, 513, 128, 73728, 0, 58500, ,,,,,,,, 
 74,     Conv, 512, 40, 40, 128, 40, 40, 512, ROW_L, 0, 0, 320, 1640, 6, 1, 6,,,,,,,,, L2, DMA, 704, 704, 512, 361728, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e256, ,,,,,,,, L2, DMA, 576, 513, 128, 73728, 0, 58500, ,,,,,,,, 
 75,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 0, 0, 1640, 1640, 1, 1, 1,,,,,,,,, L2, DMA, 1728, 1728, 128, 221184, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e256, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 36000, ,,,,,,,, 
 76,     Conv, 128, 40, 40, 128, 40, 40, 128, ROW_L, 84, 128, 1024, 1723, 2, 1, 2,,,,,,,,, L2, DMA, 2240, 2240, 128, 286720, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 13e256, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 46000, ,,,,,,,, 
 77,   Concat, 256, 40, 40, 256, 40, 40, 256,  COL, 0, 0, 1640, 1640, 2, 1, 2,,,,,,,,, L2, DMA, 1763, 1763, 256, 451328, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 1742d6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 78,     Conv, 256, 40, 40, 256, 40, 40, 256, ROW_L, 0, 0, 640, 1640, 3, 1, 3,,,,,,,,, L2, DMA, 1344, 1344, 256, 344704, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 256, 442496, 42, 1081d6, ,,,,,,,, L2, DMA, 320, 257, 256, 81920, 0, 54280, ,,,,,,,, 
 79,     Conv, 256, 40, 40, 128, 40, 40, 256, ROW_L, 0, 0, 768, 1640, 3, 1, 3,,,,,,,,, L2, DMA, 1600, 1600, 256, 410368, 0, 0, ,,,,,,,, MSMC, CPU, 1728, 1723, 128, 221312, 42, 1081d6, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 64300, ,,,,,,,, 
 80,   Resize, 128, 40, 40, 128, 80, 80, 128,  COL, 0, 0, 1723, 1723, 1, 1, 1,,,,,,,,, L2, DMA, 1763, 1763, 128, 225664, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 128, 860288, 82, 13e22e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 81,   Concat, 256, 80, 80, 256, 80, 80, 256,  COL, 0, 0, 6480, 6480, 8, 1, 8,,,,,,,,, L2, DMA, 6723, 6723, 64, 430336, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 256, 1720448, 82, 2102ae, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 82,     Conv, 256, 80, 80, 64, 80, 80, 256, ROW_L, 0, 0, 768, 6480, 9, 1, 9,,,,,,,,, L2, DMA, 1600, 1600, 256, 414976, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 2e, ,,,,,,,, L2, DMA, 320, 257, 64, 20480, 0, 65500, ,,,,,,,, 
 83,     Conv, 256, 80, 80, 64, 80, 80, 256, ROW_L, 0, 0, 768, 6480, 9, 1, 9,,,,,,,,, L2, DMA, 1600, 1600, 256, 414976, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 13e22e, ,,,,,,,, L2, DMA, 320, 257, 64, 20480, 0, 65500, ,,,,,,,, 
 84,     Conv, 64, 80, 80, 64, 80, 80, 64, ROW_L, 0, 0, 3392, 6480, 2, 1, 2,,,,,,,,, L2, DMA, 6848, 6848, 64, 438272, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 13e22e, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 6b000, ,,,,,,,, 
 85,     Conv, 64, 80, 80, 64, 80, 80, 64, ROW_L, 164, 192, 3072, 6643, 3, 1, 3,,,,,,,,, L2, DMA, 6336, 6336, 64, 408576, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 64, 430208, 82, 13e22e, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63c00, MSMC, DMA_ONCE, 704, 577, 64, 45056, 0, 7ae900, 
 86,   Concat, 128, 80, 80, 128, 80, 80, 128,  COL, 0, 0, 6480, 6480, 4, 1, 4,,,,,,,,, L2, DMA, 6723, 6723, 64, 430336, 0, 0, ,,,,,,,, MSMC, CPU, 6720, 6643, 128, 860288, 82, 1a72ae, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
